,Country,Variable,Year,Unit,Value
2617,Greece,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,666.37
2618,Greece,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,680.49
2619,Greece,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,689.08
2620,Greece,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,686.45
2621,Greece,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,676.87
2622,Greece,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,663.7
2623,Greece,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,650.46
2624,Greece,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,633.16
2625,Greece,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,619.25
2626,Greece,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,619.57
2627,Greece,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,641.83
2628,Greece,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,637.82
2629,Greece,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,641.4
2630,Greece,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,637.56
2631,Greece,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,642.99
2632,Greece,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,636.53
2633,Greece,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,598.96
2634,Greece,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,567.66
2635,Greece,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,552.72
2636,Greece,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,525.11
2637,Greece,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,514.08
2638,Greece,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,533.2
2639,Greece,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,545.87
2640,Russia,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,806.55
2641,Russia,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,804.36
2642,Russia,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,848.57
2643,Russia,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,992.73
2644,Russia,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,1073.58
2645,Russia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,1006.75
2646,Russia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,936.02
2647,Russia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,879.64
2648,Russia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,858.08
2649,Russia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,916.76
2650,Russia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,945.68
2651,Russia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,951.31
2652,Russia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,964.72
2653,Russia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,963.66
2654,Russia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,919.47
2655,Russia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,941.05
2656,Russia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,869.04
2657,Russia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,845.33
2658,Russia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,867.31
2659,Russia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,841.07
2660,Russia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,852.25
2661,Russia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,782.05
2662,Russia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,736.25
2663,Russia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,684.07
2664,Russia,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,652.56
2665,Russia,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,608.6
2666,Russia,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,554.25
2667,Russia,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,495.67
2668,Russia,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,493.99
2669,Russia,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,506.77
2670,Bahrain,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,584.53
2671,Bahrain,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,585.5
2672,Bahrain,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,577.54
2673,Bahrain,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,562.11
2674,Bahrain,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,554.05
2675,Bahrain,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,552.73
2676,Bahrain,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,547.7
2677,Bahrain,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,539.17
2678,Bahrain,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,536.26
2679,Bahrain,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,535.24
2680,Bahrain,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,488.52
2681,Bahrain,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,431.04
2682,Bahrain,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,456.34
2683,Bahrain,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,479.76
2684,Bahrain,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,470.73
2685,Bahrain,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,454.06
2686,Bahrain,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,421.94
2687,Bahrain,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,393.83
2688,Bahrain,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,372.28
2689,Bahrain,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,354.67
2690,Bahrain,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,341.86
2691,Bahrain,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,341.65
2692,Bahrain,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,341.01
2693,Bahrain,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,340.14
2694,Bahrain,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,343.67
2695,Bahrain,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,356.4
2696,Bahrain,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,358.15
2697,Bahrain,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,364.22
2698,Bahrain,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,369.72
2699,Bahrain,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,381.3
2700,China (People's Republic of),Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,442.03
2701,China (People's Republic of),Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,455.59
2702,China (People's Republic of),Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,469.91
2703,China (People's Republic of),Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,484.87
2704,China (People's Republic of),Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,496.14
2705,China (People's Republic of),Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,509.27
2706,China (People's Republic of),Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,527.88
2707,China (People's Republic of),Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,546.29
2708,China (People's Republic of),Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,568.08
2709,China (People's Republic of),Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,596.42
2710,China (People's Republic of),Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,629.56
2711,China (People's Republic of),Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,652.25
2712,China (People's Republic of),Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,678.53
2713,China (People's Republic of),Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,702.94
2714,China (People's Republic of),Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,732.67
2715,China (People's Republic of),Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,745.93
2716,China (People's Republic of),Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,741.34
2717,China (People's Republic of),Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,756.49
2718,China (People's Republic of),Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,789.26
2719,China (People's Republic of),Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,828.49
2720,China (People's Republic of),Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,866.22
2721,China (People's Republic of),Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,892.59
2722,China (People's Republic of),Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,909.48
2723,China (People's Republic of),Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,929.44
2724,China (People's Republic of),Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,945.53
2725,China (People's Republic of),Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,953.96
2726,China (People's Republic of),Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,956.25
2727,China (People's Republic of),Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,950.31
2728,China (People's Republic of),Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,962.99
2729,China (People's Republic of),Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,993.58
2730,G20,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,419.39
2731,G20,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,421.32
2732,G20,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,425.1
2733,G20,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,433.64
2734,G20,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,437.78
2735,G20,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,437.56
2736,G20,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,439.75
2737,G20,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,446.06
2738,G20,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,452.2
2739,G20,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,460.88
2740,G20,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,470.14
2741,G20,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,476.86
2742,G20,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,485.13
2743,G20,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,490.35
2744,G20,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,491.58
2745,G20,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,498.48
2746,G20,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,498.92
2747,G20,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,507.98
2748,G20,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,524.9
2749,G20,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,536.99
2750,G20,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,551.16
2751,G20,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,564.63
2752,G20,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,578.11
2753,G20,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,593.15
2754,G20,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,602.18
2755,G20,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,606.89
2756,G20,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,603.04
2757,G20,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,598.82
2758,G20,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,611.04
2759,G20,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,630.18
2760,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,402.37
2761,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,412.96
2762,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,426.98
2763,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,460.51
2764,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,493.58
2765,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,498.02
2766,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,480.89
2767,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,475.85
2768,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,475.12
2769,Kyrgyzstan,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,467.21
2770,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,492.28
2771,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,496.98
2772,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,499.09
2773,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,501.39
2774,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,485.37
2775,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,487.89
2776,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,496.45
2777,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,490.78
2778,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,479.14
2779,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,459.9
2780,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,450.8
2781,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,444.32
2782,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,441.83
2783,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,437.1
2784,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,436.71
2785,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,437.59
2786,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,411.03
2787,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,403.06
2788,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,397.86
2789,Kyrgyzstan,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,403.33
2790,Honduras,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,75.4
2791,Honduras,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,74.49
2792,Honduras,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,76.8
2793,Honduras,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,77.15
2794,Honduras,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,78.2
2795,Honduras,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,84.14
2796,Honduras,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,89.49
2797,Honduras,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,93.84
2798,Honduras,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,98.81
2799,Honduras,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,103.57
2800,Honduras,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,106.72
2801,Honduras,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,109.29
2802,Honduras,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,111.54
2803,Honduras,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,113.91
2804,Honduras,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,116.61
2805,Honduras,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,118.33
2806,Honduras,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,120.06
2807,Honduras,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,121.64
2808,Honduras,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,124.42
2809,Honduras,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,129.02
2810,Honduras,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,135.77
2811,Honduras,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,149.06
2812,Honduras,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,168.09
2813,Honduras,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,177.51
2814,Honduras,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,184.41
2815,Honduras,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,187.16
2816,Honduras,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,178.81
2817,Honduras,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,170.78
2818,Honduras,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,173.8
2819,Honduras,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,182.95
2820,Poland,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,993.34
2821,Poland,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,1044.58
2822,Poland,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,1027.24
2823,Poland,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,995.08
2824,Poland,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,988.78
2825,Poland,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,991.03
2826,Poland,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,959.82
2827,Poland,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,938.55
2828,Poland,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,898.49
2829,Poland,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,888.42
2830,Poland,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,835.66
2831,Poland,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,812.5
2832,Poland,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,793.22
2833,Poland,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,786.56
2834,Poland,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,790.23
2835,Poland,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,791.27
2836,Poland,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,798.57
2837,Poland,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,811.71
2838,Poland,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,817.19
2839,Poland,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,820.77
2840,Poland,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,799.9
2841,Poland,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,785.52
2842,Poland,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,772.09
2843,Poland,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,738.65
2844,Poland,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,698.25
2845,Poland,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,704.91
2846,Poland,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,700.88
2847,Poland,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,712.41
2848,Poland,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,725.21
2849,Poland,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,732.82
2850,Brazil,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,200.83
2851,Brazil,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,196.95
2852,Brazil,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,198.63
2853,Brazil,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,205.85
2854,Brazil,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,206.95
2855,Brazil,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,207.4
2856,Brazil,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,209.56
2857,Brazil,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,207.71
2858,Brazil,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,210.24
2859,Brazil,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,211.34
2860,Brazil,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,210.81
2861,Brazil,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,211.54
2862,Brazil,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,213.59
2863,Brazil,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,216.41
2864,Brazil,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,218.83
2865,Brazil,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,215.34
2866,Brazil,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,218.43
2867,Brazil,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,220.81
2868,Brazil,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,223.54
2869,Brazil,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,226.48
2870,Brazil,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,227.37
2871,Brazil,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,224.55
2872,Brazil,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,214.53
2873,Brazil,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,205.95
2874,Brazil,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,197.6
2875,Brazil,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,195.66
2876,Brazil,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,201.02
2877,Brazil,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,199.88
2878,Brazil,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,202.36
2879,Brazil,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,206.57
2880,Malaysia,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,388.22
2881,Malaysia,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,366.0
2882,Malaysia,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,351.75
2883,Malaysia,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,344.64
2884,Malaysia,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,347.07
2885,Malaysia,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,353.03
2886,Malaysia,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,334.16
2887,Malaysia,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,321.33
2888,Malaysia,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,309.36
2889,Malaysia,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,338.18
2890,Malaysia,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,316.86
2891,Malaysia,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,313.75
2892,Malaysia,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,314.8
2893,Malaysia,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,319.12
2894,Malaysia,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,313.68
2895,Malaysia,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,310.84
2896,Malaysia,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,308.6
2897,Malaysia,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,303.93
2898,Malaysia,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,308.5
2899,Malaysia,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,311.52
2900,Malaysia,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,305.24
2901,Malaysia,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,306.69
2902,Malaysia,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,309.09
2903,Malaysia,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,301.33
