pollution_de_l_air,titre,date_de_publication,publié_dans,publié_dansLabel
http://www.wikidata.org/entity/Q57705292,Association of weather and air pollution interactions on daily mortality in 12 Canadian cities,2013-06-03T00:00:00Z,,
http://www.wikidata.org/entity/Q57705320,Does air pollution increase the effect of aeroallergens on hospitalization for asthma?,2012-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7743550,The Journal of Allergy and Clinical Immunology
http://www.wikidata.org/entity/Q57705333,"Do gender, education, and income modify the effect of air pollution gases on cardiac disease?",2006-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6295672,Journal of Occupational and Environmental Medicine
http://www.wikidata.org/entity/Q57711830,Assessment of an air pollution event in the southwestern Iberian Peninsula,2012-08-01T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q57719039,Integrated modelling of climate control and air pollution: Methodology and results from one-way coupling of an energy–environment–economy (E3MG) and atmospheric chemistry model (p-TOMCAT) in decarbonising scenarios for Mexico to 2050,2010-12-01T00:00:00Z,http://www.wikidata.org/entity/Q15759071,Environmental Science and Policy
http://www.wikidata.org/entity/Q57721579,The application of IBA techniques to air pollution source fingerprinting and source apportionment,2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q13905274,Nuclear Instruments & Methods in Physics Research B
http://www.wikidata.org/entity/Q57721582,A new approach to the combination of IBA techniques and wind back trajectory data to determine source contributions to long range transport of fine particle air pollution,2012-02-01T00:00:00Z,http://www.wikidata.org/entity/Q13905274,Nuclear Instruments & Methods in Physics Research B
http://www.wikidata.org/entity/Q57725006,"Modeling Air Pollution, Climate, and Health Data Using Bayesian Networks: A Case Study of the English Regions",2018-04-01T00:00:00Z,http://www.wikidata.org/entity/Q50816971,Earth and Space Science
http://www.wikidata.org/entity/Q57725027,rdefra: Interact with the UK AIR Pollution Database from DEFRA,2016-08-28T00:00:00Z,http://www.wikidata.org/entity/Q50817797,Journal of Open Source Software
http://www.wikidata.org/entity/Q57726679,HTAP2 multi-model estimates of premature human mortality due to intercontinental transport of air pollution and emission sectors,2018-07-23T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57732976,Chapter 1. Urban Air Pollution Climates throughout the World,,,
http://www.wikidata.org/entity/Q57736572,Overview of the Mount Tai Experiment (MTX2006) in central East China in June 2006: studies of significant regional air pollution,2013-08-22T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57740242,Assessment and economic valuation of air pollution impacts on human health over Europe and the United States as calculated by a multi-model ensemble in the frame work of AQMEII3,2017-09-27T00:00:00Z,http://www.wikidata.org/entity/Q15749910,Atmospheric Chemistry and Physics Discussions
http://www.wikidata.org/entity/Q57740288,Ensemble Modeling of Air Pollution Due to April 2010 Island Volcano Eruption,2013-05-07T00:00:00Z,,
http://www.wikidata.org/entity/Q57740316,Improved parameterisation for the numerical modelling of air pollution within an urban street canyon,2009-03-01T00:00:00Z,http://www.wikidata.org/entity/Q15763595,Environmental Modelling and Software
http://www.wikidata.org/entity/Q57752765,Exposure to indoor radon can be a concern in studies on the role of short-term exposure to air pollution and mortality,2018-09-01T00:00:00Z,http://www.wikidata.org/entity/Q23582803,Reviews on Environmental Health
http://www.wikidata.org/entity/Q57757554,Air Pollution and Health in Malaysia,2016-03-31T00:00:00Z,,
http://www.wikidata.org/entity/Q57776379,Evaluating the impact of air pollution on the incidence of out-of-hospital cardiac arrest in the Perth Metropolitan Region: 2000–2010,2013-09-17T00:00:00Z,http://www.wikidata.org/entity/Q3428712,Revue d’épidémiologie et de santé publique
http://www.wikidata.org/entity/Q57776483,Comparative chemical mass closure of fine and coarse aerosols at two sites in south and west Europe: Implications for EU air pollution policies,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q57780371,Respiratory health effects of indoor air pollution: potential chemoprophylactic strategies,2011-03-01T00:00:00Z,http://www.wikidata.org/entity/Q15767020,International Journal of Tuberculosis and Lung Disease
http://www.wikidata.org/entity/Q57784558,Household Air Pollution: Consider Lifelong Exposure,2019-03-01T00:00:00Z,http://www.wikidata.org/entity/Q4744267,American Journal of Respiratory and Critical Care Medicine
http://www.wikidata.org/entity/Q57785862,Time Series Models for Air Pollution Modelling Considering the Shift to Natural Gas in a Turkish City,2015-02-23T00:00:00Z,http://www.wikidata.org/entity/Q15752618,"CLEAN: Soil, Air, Water"
http://www.wikidata.org/entity/Q57787079,Human health risks in national capital territory of Delhi due to air pollution,2014-07-01T00:00:00Z,http://www.wikidata.org/entity/Q27723628,Atmospheric pollution research
http://www.wikidata.org/entity/Q57787118,Development and evaluation of Vehicular Air Pollution Inventory model,2012-11-01T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q57787143,Human health risks in megacities due to air pollution,2010-11-01T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q57789862,"Complex research of the particles which cause air pollution by laser granulometry, Raman-spectrometry and IR-spectrometry",2016-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q57790138,"Urban air pollution, climate and its impact on asthma morbidity",2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26841939,Asian pacific journal of tropical biomedicine
http://www.wikidata.org/entity/Q57790322,"Air pollution: ban schools and other children's facilities from hotspots, say campaigners",2018-10-24T00:00:00Z,http://www.wikidata.org/entity/Q546003,British Medical Journal
http://www.wikidata.org/entity/Q57791196,Mapping Air Pollution with Google Street View Cars: Efficient Approaches with Mobile Monitoring and Land Use Regression,2018-10-24T00:00:00Z,http://www.wikidata.org/entity/Q689027,Environmental Science & Technology
http://www.wikidata.org/entity/Q57791283,A systematic analysis of mutual effects of transportation noise and air pollution exposure on myocardial infarction mortality: a nationwide cohort study in Switzerland,2019-02-01T00:00:00Z,http://www.wikidata.org/entity/Q2286839,European Heart Journal
http://www.wikidata.org/entity/Q57791723,Association between the Ratio of FEV₁ to FVC and the Exposure Level to Air Pollution in Neversmoking Adult Refractory Asthmatics Using Data Clustered by Patient in the Soonchunhyang Asthma Cohort Database,2018-10-24T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q57793772,"Typical synoptic situations and their impacts on the wintertime air pollution in the Guanzhong basin, China",2016-06-14T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57796718,"Culture, nature and particulate matter – Hybrid reframings in air pollution scholarship",2009-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15754455,Atmospheric Environment
http://www.wikidata.org/entity/Q57797466,Air Pollution and Cardiovascular Disease: JACC State-of-the-Art Review,2018-10-01T00:00:00Z,http://www.wikidata.org/entity/Q2984355,Journal of the American College of Cardiology
http://www.wikidata.org/entity/Q57806173,"Triangular relationship among energy consumption, air pollution and water resources in Pakistan",2016-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15761445,Journal of Cleaner Production
http://www.wikidata.org/entity/Q57809912,Does residential mobility during pregnancy induce exposure misclassification for air pollution?,2018-10-19T00:00:00Z,http://www.wikidata.org/entity/Q15733766,Environmental Health
http://www.wikidata.org/entity/Q57809920,Multiple pregnancies and air pollution in moderately polluted cities: Is there an association between air pollution and fetal growth?,2018-10-19T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q57810269,"Traffic-Related Air Pollution and Child BMI-A Study of Prenatal Exposure to Nitrogen Oxides and Body Mass Index in Children at the Age of Four Years in Malmö, Sweden",2018-10-19T00:00:00Z,http://www.wikidata.org/entity/Q6051382,International Journal of Environmental Research and Public Health
http://www.wikidata.org/entity/Q57812221,Increasing risk of congenital anomalies associated with seasonal pattern of air pollution: Differences by maternal comorbidities,2018-10-18T00:00:00Z,http://www.wikidata.org/entity/Q15724465,Ecotoxicology and Environmental Safety
http://www.wikidata.org/entity/Q57824256,Correction to: Particulate Matter Air Pollution Exposure and Heart Disease Mortality Risks by Race and Ethnicity in the United States: 1997 to 2009 National Health Interview Survey With Mortality Follow-Up Through 2011,2018-08-01T00:00:00Z,http://www.wikidata.org/entity/Q578091,Circulation
http://www.wikidata.org/entity/Q57826875,Ocular surface symptoms among individuals exposed to ambient levels of traffic derived air pollution - a cross-sectional study,2017-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27701587,F1000Research
http://www.wikidata.org/entity/Q57826875,Ocular surface symptoms among individuals exposed to ambient levels of traffic derived air pollution - a cross-sectional study,2017-12-21T00:00:00Z,http://www.wikidata.org/entity/Q27701587,F1000Research
http://www.wikidata.org/entity/Q57827173,Millions of premature births could be linked to air pollution,,http://www.wikidata.org/entity/Q15757559,RCM Midwives Journal
http://www.wikidata.org/entity/Q57832362,Correlation Between Nitrogen Dioxide as an Air Pollution Indicator and Breast Cancer: a Systematic Review and Meta-Analysis,2016-02-05T00:00:00Z,http://www.wikidata.org/entity/Q15759519,Asian Pacific Journal of Cancer Prevention
http://www.wikidata.org/entity/Q57857426,Air Pollution by Carbon Monoxide (CO) Poisonous Gas in Lagos Area Southwestern Nigeria,2013-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q57863722,Changes in composition and lead speciation due to water washing of air pollution control residue from municipal waste incineration,2018-08-18T00:00:00Z,http://www.wikidata.org/entity/Q15757703,Journal of Hazardous Materials
http://www.wikidata.org/entity/Q57867122,HTAP_v2.2: a mosaic of regional and global emission grid maps for 2008 and 2010 to study hemispheric transport of air pollution,2015-10-15T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57867401,Development of a vehicle emission inventory with high temporal–spatial resolution based on NRT traffic data and its impact on air pollution in Beijing – Part 1: Development and evaluation of vehicle emission inventory,2016-03-10T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57867588,The impact of shipping emissions on air pollution in the greater North Sea region – Part 2: Scenarios for 2030,2016-01-22T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57867724,Dust–air pollution dynamics over the eastern Mediterranean,2015-08-19T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57869469,"Lead patination in the atmosphere of Athens, Greece",2011-12-01T00:00:00Z,http://www.wikidata.org/entity/Q13905274,Nuclear Instruments & Methods in Physics Research B
http://www.wikidata.org/entity/Q57870665,Using statistical models to explore ensemble uncertainty in climate impact studies: the example of air pollution in Europe,2016-03-02T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57871560,"Chemistry of snow cover and acidic snowfall during a season with a high level of air pollution on the Hans Glacier, Spitsbergen",2016-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15816758,Polar Science
http://www.wikidata.org/entity/Q57872097,"Mixing layer height and its implications for air pollution over Beijing, China",2016-03-01T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57876118,A model study of the pollution effects of the first 3 months of the Holuhraun volcanic fissure: comparison with observations and air pollution effects,2016-08-03T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57876614,Size distribution and mixing state of black carbon particles during a heavy air pollution episode in Shanghai,2016-04-29T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57880067,"Impacts of air pollution and climate on materials in Athens, Greece",2017-01-10T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57880115,"Aerosol optical extinction during the Front Range Air Pollution and Photochemistry Éxperiment (FRAPPÉ) 2014 summertime field campaign, Colorado, USA",2016-09-12T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57881231,Wildfire air pollution hazard during the 21st century,2017-07-31T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57881912,Technical note: Boundary layer height determination from lidar for improving air pollution episode modeling: development of new algorithm and evaluation,2017-05-22T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57882727,Differentiating local and regional sources of Chinese urban air pollution based on the effect of the Spring Festival,2017-07-27T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57882866,Heavy air pollution episodes in Beijing during January 2013: inorganic ion chemistry and source analysis using Highly Time-Resolved Measurements in an urban site,2015-04-15T00:00:00Z,http://www.wikidata.org/entity/Q15749910,Atmospheric Chemistry and Physics Discussions
http://www.wikidata.org/entity/Q57883287,A semi-automated system for quantifying the oxidative potential of ambient particles in aqueous extracts using the dithiothreitol (DTT) assay: results from the Southeastern Center for Air Pollution and Epidemiology (SCAPE),2015-01-29T00:00:00Z,http://www.wikidata.org/entity/Q15756616,Atmospheric Measurement Techniques
http://www.wikidata.org/entity/Q57885087,Anthocyanins and tannins: is the urban air pollution an elicitor factor?,2014-01-14T00:00:00Z,http://www.wikidata.org/entity/Q27721675,Brazilian Journal of Botany
http://www.wikidata.org/entity/Q57885262,"Influence of air pollution on leaf chemistry, herbivore feeding and gall frequency on Tibouchina pulchra leaves in Cubatão (Brazil)",2004-03-01T00:00:00Z,http://www.wikidata.org/entity/Q1982861,Biochemical Systematics and Ecology
http://www.wikidata.org/entity/Q57885593,Electroremediation of air pollution control residues in a continuous reactor,2010-02-02T00:00:00Z,http://www.wikidata.org/entity/Q3023717,Journal of Applied Electrochemistry
http://www.wikidata.org/entity/Q57893612,Influence of local air pollution on the deposition of peroxyacetyl nitrate to a nutrient-poor natural grassland ecosystem,2015-01-26T00:00:00Z,http://www.wikidata.org/entity/Q757509,Atmospheric Chemistry and Physics
http://www.wikidata.org/entity/Q57894887,InMAP: a new model for air pollution interventions,2015-10-29T00:00:00Z,http://www.wikidata.org/entity/Q28840812,Geoscientific model development discussions (GMDD)
http://www.wikidata.org/entity/Q57896172,Outdoor air pollution: the effects of ozone,2004-08-01T00:00:00Z,http://www.wikidata.org/entity/Q939416,The Lancet
http://www.wikidata.org/entity/Q57897769,The grand challenges to air pollution,2013-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27727391,Frontiers in environmental science
http://www.wikidata.org/entity/Q57897829,Air pollution and the skin,2014-05-15T00:00:00Z,http://www.wikidata.org/entity/Q27727391,Frontiers in environmental science
http://www.wikidata.org/entity/Q57897949,Outdoor-indoor air pollution in urban environment: challenges and opportunity,2015-01-15T00:00:00Z,http://www.wikidata.org/entity/Q27727391,Frontiers in environmental science
http://www.wikidata.org/entity/Q57916318,Using a probabilistic model (pCNEM) to estimate personal exposure to air pollution,2005-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15758560,Environmetrics
http://www.wikidata.org/entity/Q57916319,Modelling the effects of air pollution on health using Bayesian dynamic generalised linear models,2008-12-01T00:00:00Z,http://www.wikidata.org/entity/Q15758560,Environmetrics
http://www.wikidata.org/entity/Q57919511,Air Pollution Modeling and its Application XX,2010-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q57926191,Design and optimization of photonic crystal fiber based sensor for gas condensate and air pollution monitoring,2017-04-18T00:00:00Z,http://www.wikidata.org/entity/Q18388368,Photonic Sensors
http://www.wikidata.org/entity/Q57926288,"Proposal of a gas sensor with high sensitivity, birefringence and nonlinearity for air pollution monitoring",2016-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27726405,Sensing and Bio-Sensing Research
http://www.wikidata.org/entity/Q57927003,Underlying causes of PM2.5-induced premature mortality and potential health benefits of air pollution control in South and Southeast Asia from 1999 to 2014,2018-10-16T00:00:00Z,http://www.wikidata.org/entity/Q15763428,Environment International
http://www.wikidata.org/entity/Q57933667,Household Air Pollution in the Early Origins of CVD in Developing Countries,2012-09-01T00:00:00Z,http://www.wikidata.org/entity/Q26842835,Global heart
http://www.wikidata.org/entity/Q57937404,Who suffers from indoor air pollution? Evidence from Bangladesh,2006-10-09T00:00:00Z,http://www.wikidata.org/entity/Q15758156,Health Policy and Planning
http://www.wikidata.org/entity/Q57937617,Simulation of Tehran Air Pollution Using Artificial Neural Networks,2009-05-12T00:00:00Z,,
http://www.wikidata.org/entity/Q57941853,A case study in preferential sampling: Long term monitoring of air pollution in the UK,2014-08-01T00:00:00Z,http://www.wikidata.org/entity/Q27724993,Spatial Statistics
http://www.wikidata.org/entity/Q57945012,Public understandings of air pollution: the ‘localisation’ of environmental risk,2001-07-01T00:00:00Z,http://www.wikidata.org/entity/Q15761501,Global Environmental Change
http://www.wikidata.org/entity/Q57949213,QALY gain and health care resource impacts of air pollution control: A Markov modelling approach,2016-09-01T00:00:00Z,http://www.wikidata.org/entity/Q15759071,Environmental Science and Policy
http://www.wikidata.org/entity/Q57949779,Air pollution radiative forcing from specific emissions sectors at 2030,2008-01-25T00:00:00Z,http://www.wikidata.org/entity/Q2738009,Journal of Geophysical Research
http://www.wikidata.org/entity/Q57950010,Industrial air pollution and children's respiratory health: a natural experiment in Călăraşi,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15749457,European Journal of General Practice
http://www.wikidata.org/entity/Q57950010,Industrial air pollution and children's respiratory health: A natural experiment in Călăraşi,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15749457,European Journal of General Practice
http://www.wikidata.org/entity/Q57951365,"Sustainable Living in Africa: Case of Water, Sanitation, Air Pollution and Energy",2014-08-12T00:00:00Z,http://www.wikidata.org/entity/Q15813953,Sustainability
http://www.wikidata.org/entity/Q57951903,The sensitivity of early 20th century cultivars of wheat to air pollution,1989-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15766990,Environmental Pollution
http://www.wikidata.org/entity/Q57958745,Increased estimates of air-pollution emissions from Brazilian sugar-cane ethanol,2011-12-11T00:00:00Z,http://www.wikidata.org/entity/Q1970247,Nature Climate Change
http://www.wikidata.org/entity/Q70726392,[Medico-toxicological characteristics of diethylene glycol ethers (carbitols) applicable to air pollution control],1981-02-01T00:00:00Z,http://www.wikidata.org/entity/Q27711004,Gigiena i sanitariia
http://www.wikidata.org/entity/Q70731286,Air pollution evaluations using risk assessment methodology,1981-02-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q70734760,[Methodological aspects of conducting epidemiological studies in connection with atmospheric air pollution],1984-10-01T00:00:00Z,http://www.wikidata.org/entity/Q27711004,Gigiena i sanitariia
http://www.wikidata.org/entity/Q70736350,[Air pollution and lead: recent development in lead poisoning research],1971-10-01T00:00:00Z,http://www.wikidata.org/entity/Q27711549,Nihon Ishikai zasshi. Journal of the Japan Medical Association
http://www.wikidata.org/entity/Q70738775,American Academy of Pediatrics Committee on Environmental Health: Ambient air pollution: respiratory hazards to children,1993-06-01T00:00:00Z,http://www.wikidata.org/entity/Q7159238,Pediatrics
http://www.wikidata.org/entity/Q70746434,'Best data yet' say air pollution kills below levels currently considered safe,1993-06-01T00:00:00Z,http://www.wikidata.org/entity/Q1470970,Journal of the American Medical Association
http://www.wikidata.org/entity/Q70754534,On the relevance of air pollution measurements of aliphatic and polyaromatic hydrocarbons in ambient particulate matter,1980-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27709361,Biomedical mass spectrometry
http://www.wikidata.org/entity/Q70756808,[Air pollution and the health of the school child],1966-05-01T00:00:00Z,http://www.wikidata.org/entity/Q26842499,Kango = Japanese journal of nursing
http://www.wikidata.org/entity/Q70758774,[Air pollution and health],1993-05-01T00:00:00Z,http://www.wikidata.org/entity/Q27711856,Krankenpflege. Soins infirmiers
http://www.wikidata.org/entity/Q70761470,[Mechanism of the restriction of pulmonary ventilation in workers exposed to mixed air pollution],1984-10-01T00:00:00Z,http://www.wikidata.org/entity/Q27713857,"Wiadomosci lekarskie (Warsaw, Poland : 1960)"
http://www.wikidata.org/entity/Q70764914,[Studies on air pollution during preparatory works in coal mining],1966-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26853954,Medycyna pracy
http://www.wikidata.org/entity/Q70765513,The relationship between air pollution and emergency room visits in an industrial community,1981-03-01T00:00:00Z,http://www.wikidata.org/entity/Q24040002,Journal of the Air Pollution Control Association
http://www.wikidata.org/entity/Q70765842,Air pollution,1967-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15765315,Journal of Practical Nursing
http://www.wikidata.org/entity/Q70768589,Effects of indoor air pollution on human health,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26842749,IARC Scientific Publications
http://www.wikidata.org/entity/Q70773012,Control now for clean air. Third National Conference on Air Pollution,1967-08-01T00:00:00Z,http://www.wikidata.org/entity/Q6107689,JAOA – The Journal of the American Osteopathic Association
http://www.wikidata.org/entity/Q70780939,[The respiratory system in children aged 9-10 years from 3 areas differing in the degree of air pollution],1984-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27712648,Pneumonologia polska
http://www.wikidata.org/entity/Q70781947,Air pollution control. We have the technology--we need the will,1968-07-01T00:00:00Z,http://www.wikidata.org/entity/Q27712324,Bulletin - National Tuberculosis and Respiratory Disease Association
http://www.wikidata.org/entity/Q70788390,[On home visits of patients incapacitated by industrial air pollution in Yakkaichi-shi],1968-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27711821,[Hokenfu zasshi] The Japanese journal for public health nurse
http://www.wikidata.org/entity/Q70792538,[Air pollution and chronic bronchitis in Sarajevo],1968-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q70792692,Estimating ground-level concentration patterns from isolated air-pollution sources: a brief summary,1981-06-01T00:00:00Z,http://www.wikidata.org/entity/Q5381161,Environmental Research
http://www.wikidata.org/entity/Q70803559,Combined effects of cigarette smoking and occupational air pollution in welding environment,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26839818,La Medicina del lavoro
http://www.wikidata.org/entity/Q70810140,[Various problems in air pollution],1969-03-01T00:00:00Z,http://www.wikidata.org/entity/Q27711813,[Kango gijutsu] : [Nursing technique]
http://www.wikidata.org/entity/Q70810419,[Protection from the smog. nderstanding the problem of air pollution],1969-12-01T00:00:00Z,http://www.wikidata.org/entity/Q27711838,Kango kyoshitsu. [Nursing classroom]
http://www.wikidata.org/entity/Q70815592,"""Special issue on particulate air pollution""",1981-07-01T00:00:00Z,http://www.wikidata.org/entity/Q4744243,American Journal of Epidemiology
http://www.wikidata.org/entity/Q70818625,"In air pollution, the citizen's voice counts",1970-06-01T00:00:00Z,http://www.wikidata.org/entity/Q27712324,Bulletin - National Tuberculosis and Respiratory Disease Association
http://www.wikidata.org/entity/Q70821184,[Studies on indoor air pollution I. The concentration of nitrogen oxides in air in large buildings (author's transl)],1980-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27710061,Eisei Shikenjo Hokoku
http://www.wikidata.org/entity/Q70823851,Air pollution in perspective,1970-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27713326,RN
http://www.wikidata.org/entity/Q70824321,Longterm exposure to air pollution and decline in VC and FEV1. Recent results from a longitudinal epidemiologic study in the Netherlands,1981-07-01T00:00:00Z,http://www.wikidata.org/entity/Q5093377,Chest
http://www.wikidata.org/entity/Q70824324,"Air pollution and health effects in children residing in Akron, Ohio",1981-07-01T00:00:00Z,http://www.wikidata.org/entity/Q5093377,Chest
http://www.wikidata.org/entity/Q70827109,[Air pollution],1970-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27711821,[Hokenfu zasshi] The Japanese journal for public health nurse
http://www.wikidata.org/entity/Q70830246,The score up to now on air pollution: air pollution does threaten human health,1971-02-01T00:00:00Z,http://www.wikidata.org/entity/Q27712324,Bulletin - National Tuberculosis and Respiratory Disease Association
http://www.wikidata.org/entity/Q70830250,The score up to now on air pollution: legislation is beginning to change things,1971-02-01T00:00:00Z,http://www.wikidata.org/entity/Q27712324,Bulletin - National Tuberculosis and Respiratory Disease Association
http://www.wikidata.org/entity/Q70835911,[Vital capacity and respiratory minute volume test in school children of the 4th and 5th grade in areas differing in their degree of air pollution],1971-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27713891,Zeitschrift fur Erkrankungen der Atmungsorgane mit Folia bronchologica
http://www.wikidata.org/entity/Q70839033,SAPALDIA Study. Swiss study on Air Pollution and Respiratory Diseases in Adults,1996-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4744267,American Journal of Respiratory and Critical Care Medicine
http://www.wikidata.org/entity/Q70843758,[Air pollution by formaldehyde in newly built apartment houses],1980-01-01T00:00:00Z,http://www.wikidata.org/entity/Q26842838,Roczniki Państwowego Zakładu Higieny
http://www.wikidata.org/entity/Q70845971,Air pollution invites disease,1971-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27712324,Bulletin - National Tuberculosis and Respiratory Disease Association
http://www.wikidata.org/entity/Q70866194,[Unusual attendance at Hospital Emergency Services for asthma and chronic obstructive pulmonary disease and SO2 air pollution in Cartagena (Spain)],1995-05-01T00:00:00Z,http://www.wikidata.org/entity/Q15764990,Revista Española de Salud Pública
http://www.wikidata.org/entity/Q70881382,Observations an atmospheric air pollution caused by asbestos,1965-12-01T00:00:00Z,http://www.wikidata.org/entity/Q2431664,Annals of the New York Academy of Sciences
http://www.wikidata.org/entity/Q70901877,Air pollution in Christchurch,1983-04-01T00:00:00Z,http://www.wikidata.org/entity/Q7753855,The New Zealand Medical Journal
http://www.wikidata.org/entity/Q70906128,Health effects of outdoor air pollution. Part 2. Committee of the Environmental and Occupational Health Assembly of the American Thoracic Society,1996-02-01T00:00:00Z,http://www.wikidata.org/entity/Q4744267,American Journal of Respiratory and Critical Care Medicine
http://www.wikidata.org/entity/Q70918817,Air pollution,1967-09-01T00:00:00Z,http://www.wikidata.org/entity/Q27712362,New York State Journal of Medicine
http://www.wikidata.org/entity/Q70936808,"Resolution concerning federal legislation and research on indoor air pollution. The Committee on Public Health, the New York Academy of Medicine",1984-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23929973,Bulletin of the New York Academy of Medicine
http://www.wikidata.org/entity/Q70942437,[Air pollution control and polishing materials. I. Examination of the bacterial contaminations of the air from polishing materials (preliminary report)],1967-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27712822,Protetyka stomatologiczna
http://www.wikidata.org/entity/Q70942440,[Air pollution control and polishing materials. II. Control of air contamination in prosthodontic laboratories],1967-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27712822,Protetyka stomatologiczna
http://www.wikidata.org/entity/Q70949163,How an air pollution incident is combatted,1968-08-01T00:00:00Z,http://www.wikidata.org/entity/Q26839911,International industrial medicine and surgery : IMS
http://www.wikidata.org/entity/Q70952855,Ambient air pollution and lung cancer incidence in 1965--1975 among native population of an industrial city,1981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15761100,Neoplasma
http://www.wikidata.org/entity/Q70961901,Asthma and air pollution in Auckland,1984-11-01T00:00:00Z,http://www.wikidata.org/entity/Q7753855,The New Zealand Medical Journal
http://www.wikidata.org/entity/Q70963583,[Fractionated sulfur determination in plant samples for indication of air pollution],1981-07-01T00:00:00Z,http://www.wikidata.org/entity/Q15750084,Acta Pharmaceutica Hungarica
http://www.wikidata.org/entity/Q70965923,[Effects of air pollution on the respiratory tract in the adult. Results of an epidemiological study in the Netherlands],1980-11-01T00:00:00Z,http://www.wikidata.org/entity/Q27709094,"Archives belges de medecine sociale, hygiene, medecine du travail et medecine legale"
